timestamp,plant_id,fuel_type,ambient_temp_C,steam_pressure_bar,flue_gas_flow_kg_hr,production_rate_unit,energy_consumption_MW,fuel_consumption_tph,scrubber_present,scrubber_efficiency,co2_net_kg_hr
2025-01-01 00:00:00,PlantC,Gas,19.05294053566336,49.37360422672765,4283.71650107264,76.85168419569132,15.708919841141867,10.927446115114229,0,0.9414186973567163,1364.329995691846
2025-01-01 01:00:00,PlantA,Coal,33.21336476627982,52.431234585128934,5850.282954426573,60.38327058154732,17.268679954112677,7.664998352238571,0,0.6200859661124818,1491.2542617071956
2025-01-01 02:00:00,PlantC,Coal,20.496896326760655,47.05757494363542,6870.262196310639,99.23352328605255,22.814553301425427,9.71936754390568,1,0.6486361297597744,1877.2088110840411
2025-01-01 03:00:00,PlantC,Oil,28.191959628041914,63.56583385827982,4311.394558638544,116.37531941697632,19.462775591028752,14.03561289758606,1,0.7580105961001716,1533.8817720484058
2025-01-01 04:00:00,PlantA,Coal,23.356907621255075,47.99647422205836,5427.36628989974,122.13549037248657,19.61567296498169,10.222446669681716,1,0.7347078113095102,1592.6478976949256
2025-01-01 05:00:00,PlantA,Oil,28.015937155411716,52.31842092134848,4418.606476094385,108.29568924158482,26.567365806626185,9.345348849855208,0,0.8739571944749597,1489.7267764125802
2025-01-01 06:00:00,PlantC,Oil,22.279429989429037,61.460301441420654,5832.763339038232,80.73207317602862,16.51769455106656,10.983479281512441,1,0.6562149092642213,1646.584145367516
2025-01-01 07:00:00,PlantB,Gas,24.18603546963853,42.226285151540935,3987.793272731828,61.35869682960081,29.320997629436746,11.52678615916394,0,0.941633312689021,1264.3516460647677
2025-01-01 08:00:00,PlantC,Gas,25.204595876978605,65.58789184496894,5384.46940674217,64.86262601196997,16.64346204314457,9.087663305039882,1,0.7102730563413199,1437.7711072982174
2025-01-01 09:00:00,PlantC,Gas,19.989062721092637,34.69538590256623,4301.6088264885175,74.62034845491003,20.445990983062856,11.005149548742875,1,0.7501232977090557,1252.4081365323327
2025-01-01 10:00:00,PlantC,Oil,28.704121727100627,66.29642131112799,4834.412328721305,82.22280603928651,18.593982022986165,9.34222100665838,1,0.696160761354008,1422.7205576367396
2025-01-01 11:00:00,PlantC,Gas,22.433932167642073,46.27324416048025,4175.179779882154,96.80503004016826,20.617095667504806,11.438655203658877,1,0.8027772660642916,1360.0100921244875
2025-01-01 12:00:00,PlantA,Coal,23.857000423299908,47.57301252174718,5657.880376716603,79.71671563746064,22.222959975365644,10.339386315942567,1,0.6205200451479044,1587.3097677988585
2025-01-01 13:00:00,PlantC,Coal,20.028253126957438,31.09989828817057,4330.41571644833,106.77951787336522,22.169176200444383,10.963935654105784,1,0.6523871269496571,1459.099022137046
2025-01-01 14:00:00,PlantB,Oil,12.188331706023448,45.452052826223074,5441.5714074654625,95.35452994401055,16.2344133468971,8.481632907664991,1,0.8610291961965535,1571.4982508564794
2025-01-01 15:00:00,PlantA,Oil,24.044861186999157,39.60193468973116,4724.7215773901335,100.2109142348205,14.385426612762146,8.357427231854281,0,0.6652752041916814,1520.4681824496727
2025-01-01 16:00:00,PlantB,Gas,37.063077108064576,43.923536546265275,4908.4221025609095,122.8050110534241,32.515858954528554,11.89099460931879,1,0.6824300580448319,1619.8159753495056
2025-01-01 17:00:00,PlantB,Oil,28.92302143949012,48.6268903421112,5118.204725920103,76.39536531599259,17.580078301997233,9.841207237229012,1,0.8775437825036931,1423.2353062756567
2025-01-01 18:00:00,PlantB,Oil,24.903698101328025,59.57791614472906,4390.540262672921,108.37409156584737,23.496062193359933,10.570069484198722,1,0.6326554124250388,1431.5334866705107
2025-01-01 19:00:00,PlantB,Coal,23.68554585395866,52.076033514006255,5168.293690832709,99.72053543047853,11.961793447384016,9.387209145826962,1,0.7531158379697943,1545.2389043674245
2025-01-01 20:00:00,PlantA,Coal,25.11232946406023,53.07676653401114,6224.267651483529,93.3302743806061,18.601936400476617,11.797453548027288,0,0.6080721854490294,1837.9342571591624
2025-01-01 21:00:00,PlantA,Gas,27.73559557587605,39.044806111544375,4377.524171333828,117.7051264173192,19.364003080087784,8.784380039940684,0,0.7213825897612663,1419.149358983035
2025-01-01 22:00:00,PlantB,Oil,19.095935923455777,41.192459103972695,5937.448114619076,117.58028309114015,22.36407534963916,9.728797520198235,1,0.844643490913764,1751.6205180564575
2025-01-01 23:00:00,PlantB,Oil,30.571608473344362,67.98725018351311,6198.478106790228,81.07018408023144,6.387729295040305,11.571985625406263,1,0.6315361479010299,1771.5904204630806
